State,Metro,City,Zipcode
CA,"Los Angeles-Long Beach-Anaheim, CA",Azusa,91702
CA,"Riverside-San Bernardino-Ontario, CA",Colton,92324
TX,"San Antonio-New Braunfels, TX",San Antonio,78253
CA,"Visalia, CA",Visalia,93291
GA,"Atlanta-Sandy Springs-Alpharetta, GA",Acworth,30101
NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,10033
AZ,"Phoenix-Mesa-Chandler, AZ",Phoenix,85033
CT,"Hartford-East Hartford-Middletown, CT",Bristol,6010
SC,"Charleston-North Charleston, SC",Summerville,29485
TX,"Dallas-Fort Worth-Arlington, TX",Dallas,75227
NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,11238
TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Murfreesboro,37130
NC,"Charlotte-Concord-Gastonia, NC-SC",Waxhaw,28173
TX,"Brownsville-Harlingen, TX",Brownsville,78520
VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Ashburn,20147
MI,"Lansing-East Lansing, MI",East Lansing,48823
TX,"Dallas-Fort Worth-Arlington, TX",McKinney,75071
VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Chesapeake,23320
CA,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara,95051
CA,"Los Angeles-Long Beach-Anaheim, CA",Huntington Beach,92647
NJ,"New York-Newark-Jersey City, NY-NJ-PA",North Bergen Township,7047
MD,"Baltimore-Columbia-Towson, MD",Pasadena,21122
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Bayonne,7002
NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,11435
TX,"McAllen-Edinburg-Mission, TX",McAllen,78501
NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,10460
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Irvington,7111
TX,"Houston-The Woodlands-Sugar Land, TX",Richmond,77406
FL,"Orlando-Kissimmee-Sanford, FL",Orlando,32825
CA,"San Francisco-Oakland-Berkeley, CA",Dublin,94568
MA,"Boston-Cambridge-Newton, MA-NH",Revere,2151
TX,"McAllen-Edinburg-Mission, TX",McAllen,78504
CA,"Riverside-San Bernardino-Ontario, CA",Lake Elsinore,92530
CA,"San Jose-Sunnyvale-Santa Clara, CA",San Jose,95111
CA,"San Francisco-Oakland-Berkeley, CA",San Francisco,94122
CA,"Modesto, CA",Modesto,95355
OH,"Columbus, OH",Gahanna,43230
MO,"Columbia, MO",Columbia,65203
CA,"San Diego-Chula Vista-Carlsbad, CA",Santee,92071
NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,10031
DE,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",New Castle,19720
TX,"San Antonio-New Braunfels, TX",San Antonio,78251
PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia,19134
GA,"Atlanta-Sandy Springs-Alpharetta, GA",Stone Mountain,30083
OK,"Oklahoma City, OK",Moore,73160
TX,"El Paso, TX",El Paso,79924
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Aurora,60505
CO,"Denver-Aurora-Lakewood, CO",Aurora,80016
CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,90004
TN,"Clarksville, TN-KY",Clarksville,37040
WA,"Seattle-Tacoma-Bellevue, WA",Everett,98208
GA,"Augusta-Richmond County, GA-SC",Augusta,30906
CA,"San Jose-Sunnyvale-Santa Clara, CA",Sunnyvale,94087
TX,"Austin-Round Rock-Georgetown, TX",Round Rock,78664
NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,11225
LA,"Baton Rouge, LA",Denham Springs,70726
MO,"Springfield, MO",Springfield,65807
CA,"San Diego-Chula Vista-Carlsbad, CA",Escondido,92027
VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Woodbridge,22192
OH,"Columbus, OH",Lincoln Village,43228
TX,"Austin-Round Rock-Georgetown, TX",Round Rock,78681
CA,"Los Angeles-Long Beach-Anaheim, CA",Rosemead,91770
NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,10128
AZ,"Phoenix-Mesa-Chandler, AZ",Phoenix,85008
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Oak Lawn,60453
NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,10473
FL,"Orlando-Kissimmee-Sanford, FL",Sanford,32771
TX,"Dallas-Fort Worth-Arlington, TX",Fort Worth,76137
PA,"Pittsburgh, PA",Greensburg,15601
WI,"Milwaukee-Waukesha, WI",Milwaukee,53215
CA,"Riverside-San Bernardino-Ontario, CA",Perris,92570
GA,"Atlanta-Sandy Springs-Alpharetta, GA",McDonough,30253
MD,"Baltimore-Columbia-Towson, MD",Dundalk,21222
CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,90042
CA,"Riverside-San Bernardino-Ontario, CA",Riverside,92507
ID,"Twin Falls, ID",Twin Falls,83301
TX,"Houston-The Woodlands-Sugar Land, TX",Houston,77015
GA,"Atlanta-Sandy Springs-Alpharetta, GA",Marietta,30066
CO,"Greeley, CO",Longmont,80504
CA,"Riverside-San Bernardino-Ontario, CA",Menifee,92584
PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Lansdale,19446
VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Annandale,22003
TX,"Houston-The Woodlands-Sugar Land, TX",Houston,77070
VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Stafford,22554
TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Smyrna,37167
NC,"Charlotte-Concord-Gastonia, NC-SC",Mint Hill,28227
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Des Plaines,60016
MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Saint Paul,55106
OH,"Columbus, OH",Newark,43055
VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax,22030
CO,"Greeley, CO",Greeley,80634
GA,"Atlanta-Sandy Springs-Alpharetta, GA",Covington,30016
CO,"Fort Collins, CO",Fort Collins,80525
CA,"Santa Maria-Santa Barbara, CA",Lompoc,93436
NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,10009
TX,"Dallas-Fort Worth-Arlington, TX",Desoto,75115
FL,"Tampa-St. Petersburg-Clearwater, FL",Brandon,33511
NM,"Albuquerque, NM",Albuquerque,87111
TX,"Brownsville-Harlingen, TX",Brownsville,78526
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Brownsville,33142
NC,"Fayetteville, NC",Fayetteville,28314
CO,"Greeley, CO",Greeley,80631
MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Lakeville,55044
TX,"Austin-Round Rock-Georgetown, TX",Austin,78753
SC,"Charlotte-Concord-Gastonia, NC-SC",Rock Hill,29730
TX,"San Antonio-New Braunfels, TX",San Antonio,78228
TX,"San Antonio-New Braunfels, TX",San Antonio,78250
TX,"Dallas-Fort Worth-Arlington, TX",Arlington,76010
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Coral Springs,33065
NC,"Winston-Salem, NC",Kernersville,27284
MA,"Boston-Cambridge-Newton, MA-NH",Quincy,2169
VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach,23454
VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach,23452
AZ,"Tucson, AZ",Tucson,85705
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Jackson,8527
CA,"Los Angeles-Long Beach-Anaheim, CA",El Monte,91732
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Freehold,7728
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami,33177
TX,"San Antonio-New Braunfels, TX",San Antonio,78240
CO,"Denver-Aurora-Lakewood, CO",,80022
CA,"Los Angeles-Long Beach-Anaheim, CA",Tustin,92780
OR,"Salem, OR",Salem,97301
TX,"Dallas-Fort Worth-Arlington, TX",Mesquite,75149
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Mount Prospect,60056
NM,"Albuquerque, NM",Rio Rancho,87124
CA,"Sacramento-Roseville-Folsom, CA",Rancho Cordova,95670
MT,"Kalispell, MT",Kalispell,59901
TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Gallatin,37066
CA,"San Diego-Chula Vista-Carlsbad, CA",National City,91950
AZ,"Tucson, AZ",Tucson,85706
CA,"San Jose-Sunnyvale-Santa Clara, CA",San Jose,95112
CA,"Vallejo, CA",Vallejo,94591
TX,"Houston-The Woodlands-Sugar Land, TX",Houston,77082
GA,"Atlanta-Sandy Springs-Alpharetta, GA",Buford,30518
OH,"Cleveland-Elyria, OH",Painesville,44077
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Perth Amboy,8861
OH,"Cincinnati, OH-KY-IN",Loveland,45140
OH,"Columbus, OH",Reynoldsburg,43068
CA,"Riverside-San Bernardino-Ontario, CA",Beaumont,92223
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Homestead,33032
MS,"Memphis, TN-MS-AR",Olive Branch,38654
NC,"Durham-Chapel Hill, NC",Durham,27713
CA,"Los Angeles-Long Beach-Anaheim, CA",Fountain Valley,92708
CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,90006
MA,"Boston-Cambridge-Newton, MA-NH",Boston,2124
OH,"Chillicothe, OH",Chillicothe,45601
TX,"Dallas-Fort Worth-Arlington, TX",McKinney,75072
PA,"York-Hanover, PA",Hanover,17331
TX,"Dallas-Fort Worth-Arlington, TX",McKinney,75070
NJ,"New York-Newark-Jersey City, NY-NJ-PA",New Brunswick,8901
MI,"Detroit-Warren-Dearborn, MI",Macomb,48044
PA,"Lancaster, PA",Lancaster,17601
CA,"Los Angeles-Long Beach-Anaheim, CA",Irvine,92620
NC,"Raleigh-Cary, NC",Raleigh,27603
TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Brentwood,37027
AZ,"Phoenix-Mesa-Chandler, AZ",Goodyear,85338
FL,"Orlando-Kissimmee-Sanford, FL",Apopka,32703
VA,"Blacksburg-Christiansburg, VA",Blacksburg,24060
IN,"Indianapolis-Carmel-Anderson, IN",Indianapolis,46227
GA,"Warner Robins, GA",Warner Robins,31088
FL,"Jacksonville, FL",Jacksonville,32246
MI,"Detroit-Warren-Dearborn, MI",Detroit,48228
CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego,92130
CA,"Oxnard-Thousand Oaks-Ventura, CA",Oxnard,93030
OH,"Cincinnati, OH-KY-IN",Mason,45040
CA,"Los Angeles-Long Beach-Anaheim, CA",Santa Ana,92707
TX,"Houston-The Woodlands-Sugar Land, TX",Rosenberg,77469
GA,"Atlanta-Sandy Springs-Alpharetta, GA",Canton,30114
CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,90066
CA,"Riverside-San Bernardino-Ontario, CA",Ontario,91764
NC,"Raleigh-Cary, NC",Cary,27519
SC,"Charlotte-Concord-Gastonia, NC-SC",Rock Hill,29732
NV,"Las Vegas-Henderson-Paradise, NV",Henderson,89052
CA,"San Jose-Sunnyvale-Santa Clara, CA",San Jose,95125
OH,"Cincinnati, OH-KY-IN",West Chester,45069
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Union,7083
MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fort Washington,20744
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Wellington,33414
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Pompano Beach,33064
NV,"Las Vegas-Henderson-Paradise, NV",Las Vegas,89129
WA,"Spokane-Spokane Valley, WA",Spokane,99208
PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Coatesville,19320
NC,"Charlotte-Concord-Gastonia, NC-SC",Concord,28025
CA,"Santa Maria-Santa Barbara, CA",Santa Maria,93458
CA,"Riverside-San Bernardino-Ontario, CA",Riverside,92504
CT,"New Haven-Milford, CT",New Haven,6511
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,60630
CA,"Bakersfield, CA",Delano,93215
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Round Lake,60073
CA,"Oxnard-Thousand Oaks-Ventura, CA",Simi Valley,93063
FL,"Jacksonville, FL",Jacksonville,32256
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Jersey City,7306
UT,"Salt Lake City, UT",Tooele,84074
TX,"Houston-The Woodlands-Sugar Land, TX",Houston,77044
PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Bensalem,19020
CA,"Los Angeles-Long Beach-Anaheim, CA",Long Beach,90813
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Somerset,8873
GA,"Atlanta-Sandy Springs-Alpharetta, GA",Newnan,30263
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Monroe Township,8831
ID,"Boise City, ID",Boise,83709
OR,"Portland-Vancouver-Hillsboro, OR-WA",Oregon City,97045
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Margate,33063
TX,"Dallas-Fort Worth-Arlington, TX",Irving,75061
TX,"Dallas-Fort Worth-Arlington, TX",Carrollton,75007
OH,"Cincinnati, OH-KY-IN",Middletown,45044
NC,"Jacksonville, NC",Jacksonville,28540
SC,"Charleston-North Charleston, SC",Summerville,29483
CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,90744
CA,"San Jose-Sunnyvale-Santa Clara, CA",Hollister,95023
TX,"Brownsville-Harlingen, TX",Harlingen,78550
MO,"St. Louis, MO-IL",Ballwin,63021
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,20020
CA,"San Francisco-Oakland-Berkeley, CA",San Francisco,94109
CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego,92129
NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,11354
CA,"Riverside-San Bernardino-Ontario, CA",Upland,91786
CA,"Riverside-San Bernardino-Ontario, CA",Ontario,91762
CA,"San Diego-Chula Vista-Carlsbad, CA",Oceanside,92056
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Fort Lauderdale,33312
CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,91406
CA,"Sacramento-Roseville-Folsom, CA",Lincoln,95648
TX,"College Station-Bryan, TX",College Station,77840
CA,"Stockton, CA",Tracy,95376
CA,"Riverside-San Bernardino-Ontario, CA",Hemet,92544
CA,"San Diego-Chula Vista-Carlsbad, CA",Oceanside,92057
DE,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Newark,19702
NC,"Hickory-Lenoir-Morganton, NC",Morganton,28655
OH,"Zanesville, OH",Zanesville,43701
CA,"Los Angeles-Long Beach-Anaheim, CA",Palmdale,93551
NC,"Raleigh-Cary, NC",Raleigh,27616
NV,"Las Vegas-Henderson-Paradise, NV",Las Vegas,89147
CO,"Denver-Aurora-Lakewood, CO",Aurora,80012
CA,"Los Angeles-Long Beach-Anaheim, CA",Carson,90745
CA,"Los Angeles-Long Beach-Anaheim, CA",Huntington Beach,92646
GA,"Atlanta-Sandy Springs-Alpharetta, GA",Roswell,30075
NY,"Buffalo-Cheektowaga, NY",Williamsville,14221
CT,"New Haven-Milford, CT",West Haven,6516
NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,10306
CA,"San Diego-Chula Vista-Carlsbad, CA",Chula Vista,91913
UT,"Ogden-Clearfield, UT",Layton,84041
OH,"Columbus, OH",Columbus,43229
CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,91344
TX,"Houston-The Woodlands-Sugar Land, TX",Pearland,77581
CO,"Denver-Aurora-Lakewood, CO",Thornton,80229
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Wayne,7470
VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington,22204
TX,"Austin-Round Rock-Georgetown, TX",Round Rock,78665
OH,"Marion, OH",Marion,43302
HI,"Urban Honolulu, HI",Mililani,96789
CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,90002
OH,"Columbus, OH",Delaware,43015
MS,"Gulfport-Biloxi, MS",Gulfport,39503
MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Apple Valley,55124
GA,"Savannah, GA",Savannah,31419
FL,"Tampa-St. Petersburg-Clearwater, FL",Riverview,33578
FL,"Jacksonville, FL",Middleburg,32068
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Jupiter,33458
AZ,"Phoenix-Mesa-Chandler, AZ",Phoenix,85035
FL,"Orlando-Kissimmee-Sanford, FL",Oak Ridge,32839
CA,"Los Angeles-Long Beach-Anaheim, CA",Irvine,92618
OR,"Portland-Vancouver-Hillsboro, OR-WA",Hillsboro,97124
HI,"Urban Honolulu, HI",Kaneohe,96744
OH,"Cincinnati, OH-KY-IN",Hamilton,45013
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Newark,7104
CA,"Santa Maria-Santa Barbara, CA",Goleta,93117
AL,"Birmingham-Hoover, AL",Birmingham,35242
NY,"Albany-Schenectady-Troy, NY",Troy,12180
TX,"Eagle Pass, TX",Eagle Pass,78852
CA,"Bakersfield, CA",Bakersfield,93312
LA,"New Orleans-Metairie, LA",Marrero,70072
TX,"Houston-The Woodlands-Sugar Land, TX",Houston,77088
NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,10003
TX,"Dallas-Fort Worth-Arlington, TX",Forney,75126
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Newark,7105
VA,"Richmond, VA",Midlothian,23112
TX,"Dallas-Fort Worth-Arlington, TX",Plano,75025
CA,"San Jose-Sunnyvale-Santa Clara, CA",San Jose,95122
NC,"Raleigh-Cary, NC",Garner,27529
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,60622
NV,"Las Vegas-Henderson-Paradise, NV",Las Vegas,89117
MI,"Ann Arbor, MI",Ann Arbor,48103
MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Upper Marlboro,20772
CA,"Modesto, CA",Modesto,95350
TX,"Houston-The Woodlands-Sugar Land, TX",Friendswood,77546
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",North Miami,33161
PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Morrisville,19067
NC,"Greensboro-High Point, NC",Greensboro,27410
CA,"Los Angeles-Long Beach-Anaheim, CA",Garden Grove,92840
AR,"Fayetteville-Springdale-Rogers, AR",Springdale,72764
TN,"Chattanooga, TN-GA",Chattanooga,37421
CA,"Visalia, CA",Visalia,93277
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",University Park,33165
TN,"Memphis, TN-MS-AR",Collierville,38017
TX,"Dallas-Fort Worth-Arlington, TX",Dallas,75216
MA,"Boston-Cambridge-Newton, MA-NH",Peabody,1960
CA,"Los Angeles-Long Beach-Anaheim, CA",Hacienda Heights,91745
TX,"Brownsville-Harlingen, TX",San Benito,78586
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago Heights,60411
CO,"Denver-Aurora-Lakewood, CO",Broomfield,80020
NY,"Rochester, NY",Webster,14580
FL,"Jacksonville, FL",Jacksonville,32225
OH,"Findlay, OH",Findlay,45840
CA,"Riverside-San Bernardino-Ontario, CA",Yucaipa,92399
MD,"Baltimore-Columbia-Towson, MD",Baltimore,21215
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Lake Worth Beach,33467
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",The Hammocks,33196
AZ,"Phoenix-Mesa-Chandler, AZ",Casa Grande,85122
OR,"Eugene-Springfield, OR",Eugene,97402
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Bolingbrook,60440
TX,"Dallas-Fort Worth-Arlington, TX",Richardson,75080
PA,"State College, PA",State College,16801
FL,"Orlando-Kissimmee-Sanford, FL",Orlando,32824
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Arlington Heights,60004
CA,"Oxnard-Thousand Oaks-Ventura, CA",Ventura,93003
NC,"Greenville, NC",Greenville,27858
NC,"Greenville, NC",Greenville,27834
TX,"Killeen-Temple, TX",Killeen,76549
MN,"Rochester, MN",Rochester,55901
CA,"Riverside-San Bernardino-Ontario, CA",Moreno Valley,92557
NJ,"Trenton-Princeton, NJ",Princeton,8540
CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,91304
CA,"El Centro, CA",El Centro,92243
AZ,"Phoenix-Mesa-Chandler, AZ",Phoenix,85009
TX,"Houston-The Woodlands-Sugar Land, TX",Sugar Land,77498
PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",West Chester,19382
OK,"Oklahoma City, OK",Edmond,73013
CT,"Bridgeport-Stamford-Norwalk, CT",Danbury,6810
SC,"Greenville-Anderson, SC",Greer,29651
MI,"Detroit-Warren-Dearborn, MI",Dearborn,48126
SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,29588
TX,"Houston-The Woodlands-Sugar Land, TX",Spring,77388
CA,"Los Angeles-Long Beach-Anaheim, CA",Alhambra,91801
TX,"Houston-The Woodlands-Sugar Land, TX",Houston,77089
CA,"Bakersfield, CA",,93308
WA,"Seattle-Tacoma-Bellevue, WA",Bonney Lake,98391
MA,"Boston-Cambridge-Newton, MA-NH",Plymouth,2360
HI,"Urban Honolulu, HI",Kailua,96734
FL,"Lakeland-Winter Haven, FL",Haines City,33844
NY,"Poughkeepsie-Newburgh-Middletown, NY",Newburgh,12550
MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Silver Spring,20902
KY,"Cincinnati, OH-KY-IN",Florence,41042
CA,"San Francisco-Oakland-Berkeley, CA",Fremont,94539
VA,"Richmond, VA",Henrico,23223
CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,91405
MD,"Baltimore-Columbia-Towson, MD",Glen Burnie,21061
CA,"Los Angeles-Long Beach-Anaheim, CA",Compton,90221
CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,90047
WA,"Seattle-Tacoma-Bellevue, WA",Spanaway,98387
CA,"Los Angeles-Long Beach-Anaheim, CA",Paramount,90723
CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego,92117
NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,11420
AL,"Montgomery, AL",Montgomery,36117
PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia,19140
ID,"Boise City, ID",Meridian,83642
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Hoboken,7030
AZ,"Yuma, AZ",Yuma,85365
NY,"New York-Newark-Jersey City, NY-NJ-PA",Massapequa,11758
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Lombard,60148
CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,91605
CA,"Los Angeles-Long Beach-Anaheim, CA",East Los Angeles,90063
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami,33125
HI,"Urban Honolulu, HI",Honolulu,96816
CA,"Los Angeles-Long Beach-Anaheim, CA",Placentia,92870
VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Hampton,23666
HI,"Urban Honolulu, HI",Honolulu,96819
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami,33176
NV,"Las Vegas-Henderson-Paradise, NV",Henderson,89074
FL,"North Port-Sarasota-Bradenton, FL",Palmetto,34221
KY,"Elizabethtown-Fort Knox, KY",Elizabethtown,42701
MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Silver Spring,20904
CA,"Stockton, CA",Stockton,95207
CA,"Los Angeles-Long Beach-Anaheim, CA",Fullerton,92833
NM,"Santa Fe, NM",Santa Fe,87507
AZ,"Phoenix-Mesa-Chandler, AZ",Tempe,85282
CA,"Los Angeles-Long Beach-Anaheim, CA",Aliso Viejo,92656
CA,"Riverside-San Bernardino-Ontario, CA",Riverside,92505
WA,"Seattle-Tacoma-Bellevue, WA",Seattle,98105
FL,"Orlando-Kissimmee-Sanford, FL",Kissimmee,34741
ID,"Boise City, ID",Nampa,83686
MA,"Providence-Warwick, RI-MA",Taunton,2780
UT,"Salt Lake City, UT",Draper,84020
FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Hialeah,33018
NC,"Charlotte-Concord-Gastonia, NC-SC",Monroe,28110
MA,"Boston-Cambridge-Newton, MA-NH",Methuen,1844
MD,"Baltimore-Columbia-Towson, MD",Baltimore,21206
OR,"Portland-Vancouver-Hillsboro, OR-WA",Portland,97206
MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Langley Park,20783
IN,"Indianapolis-Carmel-Anderson, IN",Greenwood,46143
GA,"Atlanta-Sandy Springs-Alpharetta, GA",Smyrna,30080
NV,"Las Vegas-Henderson-Paradise, NV",North Las Vegas,89030
WA,"Seattle-Tacoma-Bellevue, WA",,98092
SC,"Charleston-North Charleston, SC",Mount Pleasant,29464
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Elgin,60120
CA,"Los Angeles-Long Beach-Anaheim, CA",Costa Mesa,92626
VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Ashburn,20148
CA,"San Diego-Chula Vista-Carlsbad, CA",Encinitas,92024
IL,"Bloomington, IL",Normal,61761
MI,"Detroit-Warren-Dearborn, MI",Canton,48187
CA,"San Francisco-Oakland-Berkeley, CA",Oakland,94601
NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,10451
AZ,"Phoenix-Mesa-Chandler, AZ",Gilbert,85234
TX,"Dallas-Fort Worth-Arlington, TX",Fort Worth,76133
TX,"San Antonio-New Braunfels, TX",Seguin,78155
GA,"Augusta-Richmond County, GA-SC",Evans,30809
CO,"Denver-Aurora-Lakewood, CO",Aurora,80011
IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,60626
PA,"Allentown-Bethlehem-Easton, PA-NJ",Allentown,18102
HI,"Urban Honolulu, HI",Honolulu,96817
MD,"Baltimore-Columbia-Towson, MD",,21207
CA,"San Jose-Sunnyvale-Santa Clara, CA",Morgan Hill,95037
MA,"Boston-Cambridge-Newton, MA-NH",Lawrence,1841
NJ,"New York-Newark-Jersey City, NY-NJ-PA",Bloomfield,7003
UT,"Salt Lake City, UT",West Valley City,84119
CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,90034
TX,"Dallas-Fort Worth-Arlington, TX",Dallas,75287
MO,"St. Louis, MO-IL",Oakville,63129
OH,"Cleveland-Elyria, OH",Parma Heights,44130
WA,"Seattle-Tacoma-Bellevue, WA",Seattle,98115
